2019-04-01 09:46:22,48,21.9
2019-04-01 09:56:22,49,21.7
2019-04-01 10:16:23,50,21.7
2019-04-01 10:26:23,50,21.8
2019-04-01 10:36:24,50,21.8
2019-04-01 10:46:24,50,21.8
2019-04-01 10:56:24,50,21.8
2019-04-01 11:06:25,50,21.9
2019-04-01 11:16:25,50,21.9
2019-04-01 11:26:26,50,22
2019-04-01 11:36:26,49,21.8
2019-04-01 11:46:26,49,22
2019-04-01 11:56:27,49,22
2019-04-01 12:06:27,48,22.1
2019-04-01 12:16:27,48,22
2019-04-01 12:26:28,48,22.1
2019-04-01 12:36:28,47,22.1
2019-04-01 12:46:29,47,22.1
2019-04-01 12:56:29,47,22
2019-04-01 01:06:29,46,22.2
2019-04-01 01:16:30,46,22.1
2019-04-01 01:26:30,46,22.1
2019-04-01 01:36:31,46,22.1
2019-04-01 01:46:31,46,22.2
2019-04-01 01:56:31,45,22
2019-04-01 02:06:32,45,22.1
2019-04-01 02:16:32,45,22
2019-04-01 02:26:32,45,22
2019-04-01 02:36:32,44,22.2
2019-04-01 02:46:33,44,22
2019-04-01 02:56:33,44,22.2
2019-04-01 03:06:34,44,21.9
2019-04-01 03:16:34,44,22
2019-04-01 03:27:20,44,21.8
2019-04-01 03:37:11,43,21.9
2019-04-01 03:46:45,43,21.7
2019-04-01 03:56:45,43,21.7
2019-04-01 04:06:45,43,21.5
2019-04-01 04:16:46,43,21.4
2019-04-01 04:26:46,43,21.3
2019-04-01 04:36:46,43,21.3
2019-04-01 04:46:47,43,21.3
2019-04-01 04:56:47,43,21.5
2019-04-01 05:06:47,43,21.3
2019-04-01 05:16:48,43,21.3
2019-04-01 05:26:48,43,21
2019-04-01 05:36:48,43,21
2019-04-01 05:46:49,43,20.9
2019-04-01 05:56:49,43,20.8
2019-04-01 06:06:49,43,20.9
2019-04-01 06:16:50,42,20.9
2019-04-01 06:26:50,42,20.8
2019-04-01 06:36:50,42,20.7
2019-04-01 06:46:51,42,20.7
2019-04-01 06:56:51,42,20.6
2019-04-01 07:06:51,42,20.5
2019-04-01 07:16:51,42,20.5
2019-04-01 07:26:52,42,20.5
2019-04-01 07:36:52,42,20.4
2019-04-01 07:46:52,42,20.3
2019-04-01 08:06:53,42,20.2
2019-04-01 08:16:53,41,20.1
2019-04-01 08:26:53,41,20
2019-04-01 08:36:54,41,20
2019-04-01 08:46:54,41,20
2019-04-01 08:56:54,41,19.9
2019-04-01 09:06:55,41,19.9
2019-04-01 09:16:55,41,19.9
2019-04-01 09:26:55,40,20
2019-04-01 09:36:56,41,19.9
2019-04-01 09:46:56,40,19.8
2019-04-01 09:56:57,40,19.8
2019-04-01 10:06:57,40,19.7
2019-04-01 10:16:57,40,19.6
2019-04-01 10:26:58,40,19.7
2019-04-01 10:36:58,40,19.7
2019-04-01 10:46:58,40,19.7
2019-04-01 10:56:59,40,19.7
2019-04-01 11:06:59,40,19.6
2019-04-01 11:16:59,40,19.6
2019-04-01 11:27:00,40,19.5
2019-04-01 11:37:00,40,19.5
2019-04-01 11:47:01,40,19.5
2019-04-01 11:57:01,40,19.5
2019-04-02 12:07:01,39,19.6
2019-04-02 12:17:01,40,19.5
2019-04-02 12:27:02,40,19.4
2019-04-02 12:37:02,40,19.4
2019-04-02 12:47:02,39,19.5
2019-04-02 12:57:03,39,19.4
2019-04-02 01:07:03,39,19.4
2019-04-02 01:17:03,39,19.5
2019-04-02 01:27:04,39,19.4
2019-04-02 01:37:04,39,19.4
2019-04-02 01:47:05,39,19.4
2019-04-02 01:57:05,39,19.4
2019-04-02 02:07:05,39,19.3
2019-04-02 02:17:06,39,19.4
2019-04-02 02:27:06,39,19.4
2019-04-02 02:37:06,39,19.5
2019-04-02 02:47:07,39,19.4
2019-04-02 02:57:07,39,19.4
2019-04-02 03:07:07,38,19.4
2019-04-02 03:17:08,39,19.4
2019-04-02 03:27:08,39,19.3
2019-04-02 03:37:08,39,19.4
2019-04-02 03:47:09,39,19.3
2019-04-02 03:57:09,39,19.4
2019-04-02 04:07:09,39,19.4
2019-04-02 04:17:10,39,19.4
2019-04-02 04:27:10,39,19.4
2019-04-02 04:37:10,39,19.4
2019-04-02 04:47:11,38,19.5
2019-04-02 04:57:11,38,19.5
2019-04-02 05:07:11,38,19.5
2019-04-02 05:17:12,38,19.5
2019-04-02 05:27:12,38,19.6
